key_0,1m^2 전용면적당 거래금액(만원),물가지수,GDP(십억원),기준금리(연%),실업율,인구이동률
2012/Q4,0.17469310670443816,0.495106761565836,0.3997326035056612,0.4736842105263158,0.21212121212121204,0.4167572726623544
2013/Q1,0.1775259678942399,0.5167852906287069,0.4141188476455273,0.4736842105263158,0.5151515151515152,0.4098879494577753
2013/Q2,0.16147308781869696,0.5131969157769865,0.43003821940993947,0.42105263157894735,0.3939393939393939,0.35353624076838874
2013/Q3,0.13597733711048166,0.5251779359430602,0.4457594063838619,0.42105263157894735,0.24242424242424254,0.2432699821596841
2013/Q4,0.17374881964117095,0.5243179122182675,0.45860198477138536,0.42105263157894735,0.21212121212121204,0.3881834167969346
2014/Q1,0.1775259678942399,0.5478647686832736,0.47761344719497134,0.42105263157894735,0.5151515151515152,0.4197148414759121
2014/Q2,0.1643059490084986,0.5574436536180305,0.48270098334329914,0.42105263157894735,0.5757575757575758,0.36659496490600174
2014/Q3,0.1831916902738433,0.563345195729537,0.4892444808255365,0.3684210526315789,0.484848484848485,0.3151145986494257
2014/Q4,0.1831916902738433,0.5514531435349936,0.5100956963985777,0.3157894736842105,0.3939393939393939,0.40345239314403514
2015/Q1,0.1888574126534467,0.567289442467378,0.5509407998574971,0.2631578947368421,0.5454545454545453,0.4170401446758992
2015/Q2,0.20018885741265346,0.573190984578885,0.5614561517000889,0.21052631578947367,0.5454545454545453,0.42809125537657244
2015/Q3,0.20585457979225685,0.5814353499406875,0.5795358396627255,0.21052631578947367,0.36363636363636365,0.34100638875037503
2015/Q4,0.24362606232294626,0.577135231316726,0.5909751473553206,0.21052631578947367,0.2727272727272728,0.4274969294277845
2016/Q1,0.22379603399433434,0.5913997627520757,0.6205600912941807,0.21052631578947367,0.5757575757575758,0.3948211125959845
2016/Q2,0.28045325779036834,0.596826809015421,0.640464575063594,0.15789473684210525,0.4242424242424242,0.3080201925617042
2016/Q3,0.27478753541076495,0.6021648873072358,0.6394022637938142,0.15789473684210525,0.3939393939393939,0.31322358070105916
2016/Q4,0.271010387157696,0.6180011862396202,0.6638123071055195,0.15789473684210525,0.33333333333333337,0.4111829061729303
2017/Q1,0.2974504249291785,0.6536476868327399,0.6933955513463477,0.15789473684210525,0.6363636363636366,0.41914907563635573
2017/Q2,0.3408876298394712,0.651304863582443,0.706199716558356,0.15789473684210525,0.5151515151515152,0.26083939403619105
2017/Q3,0.3522190745986781,0.6651838671411623,0.7516605199920181,0.15789473684210525,0.5151515151515152,0.3114443735562592
2017/Q4,0.4315391879131256,0.659163701067615,0.7356493645338968,0.21052631578947367,0.4242424242424242,0.24382301367095038
2018/Q1,0.380547686496695,0.6847864768683269,0.752816654593145,0.21052631578947367,0.6969696969696969,0.3731960635186845
2018/Q2,0.3418319169027385,0.6944246737841042,0.7682686093988542,0.21052631578947367,0.6666666666666666,0.24372296413581795
2018/Q3,0.45892351274787535,0.7100830367734283,0.7914354935702124,0.21052631578947367,0.6363636363636366,0.18418940876107182
2018/Q4,0.40698772426817753,0.7109430604982205,0.7868276122064153,0.2631578947368421,0.3939393939393939,0.3248134104997893
2019/Q1,0.44664778092540136,0.7006227758007118,0.776123933821917,0.2631578947368421,0.7575757575757575,0.3588522160345874
2019/Q2,0.6326723323890464,0.7135527876631076,0.7961518156684282,0.2631578947368421,0.6060606060606061,0.15698928486065922
2019/Q3,0.631728045325779,0.7114175563463814,0.8012121566482497,0.21052631578947367,0.36363636363636365,0.1729712600327188
2019/Q4,0.6175637393767706,0.7196619217081848,0.815282936833442,0.15789473684210525,0.21212121212121204,0.27264641056105443
2020/Q1,0.4985835694050992,0.7289442467378406,0.7940931414124965,0.05263157894736842,0.5151515151515152,0.4696751060028431
2020/Q2,0.6487252124645893,0.7138196915776982,0.7791364786132096,0.0,0.7575757575757575,0.2494529080523995
2020/Q3,0.7261567516525025,0.7327995255041513,0.8265917077172067,0.0,0.36363636363636365,0.26223598042045304
2020/Q4,0.8441926345609065,0.7330960854092523,0.8441152544838884,0.0,0.484848484848485,0.29546218717337913
2021/Q1,0.8706326723323892,0.7713523131672595,0.877928367246275,0.0,0.9999999999999999,0.3622434894367278
2021/Q2,0.9235127478753542,0.7873665480427046,0.9113168954403561,0.0,0.7272727272727274,0.1848143410126648
2021/Q3,0.9763928234183192,0.8081257413997625,0.9355267143239332,0.05263157894736842,0.36363636363636365,0.21243558524937844
2021/Q4,0.9915014164305949,0.8383748517200473,0.9642539906360235,0.10526315789473684,0.36363636363636365,0.17028731422980892
2022/Q1,0.9338999055712938,0.88582443653618,0.9727416027268592,0.15789473684210525,0.484848484848485,0.22258942994352893
2022/Q2,1.0,0.950771055753262,1.0,0.2631578947368421,0.24242424242424254,0.05289959855708826
2022/Q3,0.8271954674220963,0.9869513641755634,0.9932674960966434,0.42105263157894735,0.0,0.025332715456271027
2022/Q4,0.8083097261567518,1.0,0.995037221687195,0.5789473684210525,0.030303030303030276,0.0
